player_name,player_api_id,home_team_api_id,id,player_fifa_api_id,player_api_id-2,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Dimitar Berbatov,27430,10260,44619,30110,27430,9/20/2013 0:00,82,82,right,low,low,78,87,85,86,86,83,78,65,78,87,64,68,69,73,52,84,75,55,73,70,42,28,86,83,82,25,25,25,15,6,9,8,15
Dimitar Berbatov,27430,10260,44618,30110,27430,11/29/2013 0:00,82,82,right,low,low,78,87,85,85,86,83,78,65,76,87,64,68,69,73,52,84,75,55,73,70,42,28,86,82,82,25,25,25,15,6,9,8,15
Dimitar Berbatov,27430,10260,44617,30110,27430,12/27/2013 0:00,82,82,right,low,low,78,87,85,85,86,83,78,65,76,87,64,68,69,73,52,84,75,55,73,70,42,28,86,82,86,25,25,25,15,6,9,8,15
Dimitar Berbatov,27430,10260,44616,30110,27430,2/7/2014 0:00,82,82,right,low,low,78,87,85,85,86,83,78,65,76,87,64,68,69,73,52,84,75,55,73,70,42,28,86,82,86,25,25,25,15,6,9,8,15
Dimitar Berbatov,27430,10260,44615,30110,27430,9/18/2014 0:00,81,81,right,low,low,78,85,84,85,86,82,78,65,76,86,59,68,69,71,52,83,75,55,73,70,42,28,85,82,86,25,25,25,15,6,9,8,15
Dimitar Berbatov,27430,10260,44614,30110,27430,10/10/2014 0:00,81,81,right,low,low,78,85,84,85,86,82,78,65,76,89,59,68,69,71,52,83,75,55,73,70,42,28,85,82,86,25,25,25,15,6,9,8,15
Dimitar Berbatov,27430,10260,44613,30110,27430,4/10/2015 0:00,80,80,right,low,low,78,84,84,85,83,82,78,65,76,89,56,63,69,71,52,83,71,53,73,70,42,28,83,82,86,25,25,25,15,6,9,8,15
Dimitar Berbatov,27430,10260,44612,30110,27430,9/21/2015 0:00,81,81,right,low,low,78,84,84,85,83,82,78,65,76,89,56,63,69,71,52,83,71,53,73,70,42,28,83,82,86,11,14,10,15,6,9,8,15
Dimitar Berbatov,27430,10260,44611,30110,27430,1/28/2016 0:00,80,80,right,low,low,78,83,82,85,82,81,78,65,76,88,54,60,69,70,52,82,70,52,71,70,42,28,82,82,86,11,14,10,15,6,9,8,15
Shinji Kagawa,144993,10260,162103,189358,144993,2/22/2007 0:00,73,81,right,high,medium,59,72,39,76,69,82,70,70,67,78,84,83,85,75,54,59,54,78,42,64,45,49,73,76,63,24,18,36,11,9,8,9,13
Shinji Kagawa,144993,10260,162102,189358,144993,8/30/2010 0:00,73,81,right,high,medium,59,72,39,76,69,82,70,70,67,78,84,83,85,75,54,59,54,78,42,64,45,49,73,76,63,24,18,36,11,9,8,9,13
Shinji Kagawa,144993,10260,162101,189358,144993,2/22/2011 0:00,78,85,right,high,medium,59,78,47,81,73,87,76,70,72,83,84,83,85,80,75,59,55,80,47,69,45,54,81,82,63,24,22,37,11,9,8,9,13
Shinji Kagawa,144993,10260,162100,189358,144993,8/30/2011 0:00,82,85,right,high,medium,59,78,47,83,74,87,78,73,72,84,90,84,90,84,91,61,67,81,42,74,25,54,86,77,70,24,22,37,11,9,8,9,13
Shinji Kagawa,144993,10260,162099,189358,144993,2/22/2012 0:00,82,86,right,high,medium,59,78,47,83,74,87,78,73,72,84,90,84,93,84,91,62,67,81,42,73,25,54,84,77,70,14,15,27,11,9,8,9,13
Shinji Kagawa,144993,10260,162098,189358,144993,8/31/2012 0:00,83,86,right,high,medium,59,74,51,83,74,88,78,64,73,87,90,79,93,84,91,62,63,82,43,72,25,56,83,81,70,14,15,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162097,189358,144993,2/15/2013 0:00,83,86,right,high,medium,59,74,51,83,74,88,78,64,73,87,90,79,93,84,91,62,63,88,38,72,25,56,83,81,70,14,15,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162096,189358,144993,2/22/2013 0:00,83,86,right,high,medium,59,74,51,83,74,88,78,64,73,87,90,79,93,84,91,62,63,88,38,72,25,56,83,81,70,14,15,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162095,189358,144993,5/10/2013 0:00,83,86,right,high,medium,59,74,51,83,74,88,78,64,73,87,90,79,93,84,91,62,63,88,38,72,25,56,83,81,70,14,15,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162094,189358,144993,5/17/2013 0:00,83,86,right,high,medium,59,74,51,83,74,88,78,64,73,87,90,79,93,84,91,62,63,88,38,72,25,56,83,81,70,14,15,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162093,189358,144993,9/20/2013 0:00,83,86,right,high,medium,59,80,51,85,74,88,78,64,73,87,90,78,93,85,91,62,67,88,38,73,25,56,85,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162092,189358,144993,1/10/2014 0:00,83,86,right,high,medium,59,77,51,85,74,88,78,64,73,87,90,78,93,85,91,62,67,88,38,73,25,56,81,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162091,189358,144993,1/17/2014 0:00,80,85,right,high,medium,59,77,51,85,74,88,78,64,73,87,90,76,93,85,91,62,67,88,38,73,25,47,78,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162090,189358,144993,4/25/2014 0:00,81,85,right,high,medium,59,77,51,85,74,88,78,64,73,87,90,76,93,85,91,62,67,88,38,73,25,47,78,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162089,189358,144993,9/18/2014 0:00,83,83,right,high,medium,59,77,51,85,74,88,78,64,73,85,90,76,93,85,93,62,67,88,38,73,25,47,78,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162088,189358,144993,10/10/2014 0:00,83,84,right,high,medium,59,77,51,85,74,88,78,64,73,85,90,76,93,85,93,62,67,88,38,73,25,47,78,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162087,189358,144993,10/17/2014 0:00,83,84,right,high,medium,59,77,51,85,74,88,78,64,74,85,90,76,94,85,93,62,67,88,38,73,25,47,78,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162086,189358,144993,11/14/2014 0:00,83,84,right,high,medium,59,77,51,85,74,88,78,64,74,85,90,76,94,85,93,62,67,83,38,73,25,47,78,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162085,189358,144993,12/5/2014 0:00,83,84,right,high,medium,59,77,51,85,74,88,78,64,74,85,90,76,94,85,93,62,67,83,38,73,25,47,78,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162084,189358,144993,12/12/2014 0:00,83,85,right,high,medium,59,77,51,85,74,88,78,64,74,85,90,76,94,85,93,62,67,83,38,73,25,47,78,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162083,189358,144993,1/9/2015 0:00,83,85,right,high,medium,59,75,51,85,74,88,78,64,74,85,90,76,94,84,93,62,67,83,38,71,25,47,78,81,70,25,25,21,11,9,8,9,13
Shinji Kagawa,144993,10260,162082,189358,144993,1/16/2015 0:00,83,85,right,high,medium,59,75,51,85,74,88,78,64,74,85,90,76,94,84,93,62,67,83,38,71,25,47,78,81,70,20,25,27,11,9,8,9,13
Shinji Kagawa,144993,10260,162081,189358,144993,1/30/2015 0:00,83,85,right,high,medium,59,74,48,84,74,87,77,64,74,84,90,76,94,85,93,62,67,81,39,70,30,50,79,81,67,20,25,27,11,9,8,9,13
Shinji Kagawa,144993,10260,162080,189358,144993,3/20/2015 0:00,82,84,right,high,medium,59,74,48,84,74,87,77,64,74,84,90,76,94,85,93,62,67,81,39,66,30,50,79,81,67,20,25,27,11,9,8,9,13
Shinji Kagawa,144993,10260,162079,189358,144993,9/21/2015 0:00,82,83,right,medium,medium,60,75,45,83,74,87,77,63,72,84,87,74,93,83,92,42,67,80,39,64,30,55,80,80,78,30,23,30,11,9,8,9,13
Shinji Kagawa,144993,10260,162078,189358,144993,9/25/2015 0:00,82,83,right,medium,medium,60,75,45,83,74,87,77,63,77,84,87,74,93,83,92,42,67,80,39,64,30,55,80,80,78,30,23,30,11,9,8,9,13
Shinji Kagawa,144993,10260,162077,189358,144993,11/26/2015 0:00,82,83,right,medium,medium,60,76,45,83,74,87,77,63,77,84,87,74,93,83,92,42,67,80,39,63,30,55,80,80,78,30,24,27,11,9,8,9,13
Shinji Kagawa,144993,10260,162076,189358,144993,1/14/2016 0:00,82,83,right,medium,medium,60,76,45,83,74,87,77,63,77,84,87,74,93,83,92,42,67,80,39,61,30,55,80,81,78,30,24,27,11,9,8,9,13
Shinji Kagawa,144993,10260,162075,189358,144993,4/28/2016 0:00,82,83,right,medium,medium,60,76,45,83,74,87,77,63,77,84,87,74,93,83,92,42,67,80,39,61,30,55,80,81,78,30,24,27,11,9,8,9,13
Shinji Kagawa,144993,10260,162074,189358,144993,5/5/2016 0:00,82,83,right,medium,medium,60,76,45,83,74,87,77,63,76,84,87,74,93,83,92,42,67,80,39,60,30,55,82,80,78,30,24,27,11,9,8,9,13
Adnan Januzaj,449241,10260,2673,208330,449241,2/22/2007 0:00,60,80,right,medium,medium,58,52,22,65,61,68,60,57,58,68,66,68,57,54,62,47,59,34,27,62,27,17,45,62,59,19,20,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2672,208330,449241,4/26/2013 0:00,60,80,right,medium,medium,58,52,22,65,61,68,60,57,58,68,66,68,57,54,62,47,59,34,27,62,27,17,45,62,59,19,20,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2671,208330,449241,5/17/2013 0:00,61,80,left,medium,medium,58,52,22,65,61,68,60,57,58,68,66,68,73,54,62,47,59,34,27,62,27,17,45,62,59,19,20,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2670,208330,449241,9/20/2013 0:00,63,86,left,medium,medium,59,55,22,69,61,71,60,57,59,72,66,68,73,54,66,48,59,35,27,63,27,25,49,67,59,25,20,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2669,208330,449241,10/4/2013 0:00,68,86,left,medium,medium,59,55,22,69,61,79,60,57,59,76,83,68,79,62,77,48,59,44,27,63,27,25,56,73,59,25,20,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2668,208330,449241,10/11/2013 0:00,69,87,left,medium,medium,59,63,22,72,66,79,61,57,65,77,83,68,79,62,78,48,59,44,27,66,27,25,55,73,59,25,20,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2667,208330,449241,10/25/2013 0:00,69,87,left,medium,medium,59,63,22,72,66,79,61,57,65,77,83,68,79,62,78,48,59,44,27,66,27,25,55,73,59,25,20,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2666,208330,449241,11/1/2013 0:00,69,87,left,medium,medium,59,63,22,72,66,79,61,57,65,77,83,68,79,62,83,48,59,44,27,66,27,25,55,73,59,25,20,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2665,208330,449241,12/6/2013 0:00,69,89,left,medium,medium,59,63,22,72,66,79,61,57,65,77,83,68,79,62,83,48,59,44,27,66,27,25,60,77,59,25,20,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2664,208330,449241,12/13/2013 0:00,69,89,left,medium,medium,59,63,22,72,66,79,61,57,65,77,83,68,79,62,83,48,59,44,27,66,27,25,58,75,59,25,20,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2663,208330,449241,12/27/2013 0:00,70,89,left,medium,medium,63,63,22,73,66,79,65,57,68,77,83,68,81,62,83,48,61,49,32,66,30,20,61,75,59,25,21,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2662,208330,449241,1/17/2014 0:00,71,89,left,medium,medium,66,63,22,73,66,79,65,57,68,77,83,68,81,62,83,48,61,49,32,66,30,20,61,75,59,25,21,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2661,208330,449241,1/24/2014 0:00,73,89,left,medium,medium,68,63,22,73,66,81,69,64,71,78,85,73,83,64,85,57,61,54,32,66,30,20,64,75,59,25,21,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2660,208330,449241,1/31/2014 0:00,73,89,left,medium,medium,68,63,22,73,66,81,69,64,71,78,86,74,83,66,85,57,61,54,32,66,30,20,66,76,59,25,21,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2659,208330,449241,3/21/2014 0:00,73,87,left,medium,medium,68,63,22,73,66,81,69,64,71,78,86,74,83,66,85,57,61,54,32,66,30,20,66,76,59,25,21,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2658,208330,449241,9/18/2014 0:00,75,87,left,medium,medium,69,65,22,74,66,83,69,64,72,80,86,79,83,68,81,57,61,55,54,66,30,20,67,76,59,25,21,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2657,208330,449241,10/2/2014 0:00,75,87,left,medium,medium,69,65,22,74,66,84,69,64,72,80,86,79,83,68,81,57,61,55,54,66,30,20,67,76,59,25,21,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2656,208330,449241,1/30/2015 0:00,75,86,left,medium,medium,69,65,22,74,66,84,69,64,72,80,86,79,83,68,81,57,61,55,54,66,30,20,67,75,59,25,21,21,14,9,10,11,6
Adnan Januzaj,449241,10260,2655,208330,449241,9/21/2015 0:00,75,86,left,medium,medium,70,66,23,75,67,85,70,65,73,81,86,77,83,69,65,58,61,55,56,67,31,21,68,76,60,20,22,22,15,10,11,12,7
Adnan Januzaj,449241,10260,2654,208330,449241,9/25/2015 0:00,75,86,left,medium,medium,70,66,23,75,67,85,70,65,73,81,86,77,83,69,65,58,61,55,56,67,31,21,68,76,60,20,22,22,15,10,11,12,7
Adnan Januzaj,449241,10260,2653,208330,449241,11/26/2015 0:00,75,85,left,medium,low,72,66,23,75,67,85,70,65,73,81,86,77,83,69,65,58,61,55,56,67,31,21,68,76,60,20,22,22,15,10,11,12,7
Adnan Januzaj,449241,10260,2652,208330,449241,1/14/2016 0:00,75,84,left,medium,low,72,66,23,75,67,84,70,65,73,81,85,77,84,69,65,58,61,55,56,67,31,21,68,76,60,20,22,22,15,10,11,12,7
John O'Shea,24150,10260,84639,3484,24150,2/22/2007 0:00,80,82,right,medium,high,65,35,85,65,63,68,62,75,59,70,78,82,53,72,81,47,85,90,80,60,81,80,72,72,75,74,81,80,6,12,59,7,9
John O'Shea,24150,10260,84638,3484,24150,8/30/2007 0:00,76,79,right,medium,high,65,35,85,75,63,54,62,34,59,71,65,67,53,72,81,47,85,83,82,37,81,80,72,72,77,78,81,80,26,32,59,27,29
John O'Shea,24150,10260,84637,3484,24150,8/30/2008 0:00,76,79,right,medium,high,63,38,85,79,63,57,62,34,65,71,65,67,53,74,81,59,85,78,85,39,83,81,79,72,75,77,80,80,5,21,65,21,21
John O'Shea,24150,10260,84636,3484,24150,8/30/2009 0:00,80,83,right,medium,high,66,38,86,82,63,63,62,34,68,73,73,76,53,76,81,61,85,80,83,39,83,83,81,72,75,83,82,80,5,21,68,21,21
John O'Shea,24150,10260,84635,3484,24150,2/22/2010 0:00,80,83,right,medium,high,66,38,86,82,63,63,62,34,68,73,73,76,53,76,81,61,85,80,83,39,83,83,81,72,75,83,82,80,5,21,68,21,21
John O'Shea,24150,10260,84634,3484,24150,8/30/2010 0:00,80,83,right,medium,high,66,38,86,82,63,63,62,34,68,73,71,75,53,76,81,61,85,79,83,39,83,85,71,72,46,83,82,80,8,13,12,9,13
John O'Shea,24150,10260,84633,3484,24150,2/22/2011 0:00,77,83,right,medium,high,65,38,81,75,51,59,62,34,67,72,70,72,53,73,79,61,82,78,80,39,78,82,67,72,46,79,81,79,8,13,12,9,13
John O'Shea,24150,10260,84632,3484,24150,8/30/2011 0:00,75,75,right,medium,high,62,28,76,75,31,59,62,34,57,72,65,65,51,73,54,58,70,66,74,22,78,82,44,54,46,79,81,79,8,13,12,9,13
John O'Shea,24150,10260,84631,3484,24150,2/22/2012 0:00,78,78,right,medium,high,62,28,76,72,31,59,62,34,57,72,65,65,51,73,54,58,67,66,73,22,77,81,44,54,46,81,82,81,8,13,12,9,13
John O'Shea,24150,10260,84630,3484,24150,8/31/2012 0:00,77,77,right,medium,high,62,28,76,72,31,55,62,34,57,72,54,61,51,73,54,58,67,66,73,22,77,81,44,54,46,80,82,76,8,13,12,9,13
John O'Shea,24150,10260,84629,3484,24150,2/15/2013 0:00,75,75,right,medium,high,62,28,76,67,31,55,62,34,57,67,54,52,51,73,54,58,61,66,71,22,77,80,31,54,46,80,81,75,8,13,12,9,13
John O'Shea,24150,10260,84628,3484,24150,9/20/2013 0:00,75,75,right,medium,high,62,28,76,60,31,45,54,34,57,67,51,52,51,75,54,48,61,66,74,22,77,80,31,54,46,78,79,73,8,13,12,9,13
John O'Shea,24150,10260,84627,3484,24150,5/2/2014 0:00,75,75,right,medium,high,62,28,76,60,31,45,54,34,57,67,51,52,51,75,54,48,61,66,74,22,77,80,31,54,46,78,79,73,8,13,12,9,13
John O'Shea,24150,10260,84626,3484,24150,10/17/2014 0:00,75,75,right,medium,high,62,28,76,60,31,45,54,34,57,67,51,52,51,75,54,48,61,66,74,22,77,80,31,54,46,78,79,73,8,13,12,9,13
John O'Shea,24150,10260,84625,3484,24150,2/27/2015 0:00,75,75,right,medium,high,62,28,76,60,31,45,54,34,57,67,51,45,51,75,54,48,61,66,74,22,77,80,31,54,46,78,79,73,8,13,12,9,13
